job_id,skill_name,years_required,context_keywords,is_required,company_tier
1018,Terraform,14,Architect,False,Tier 2
1018,Docker,13,Lead,True,Tier 2
1018,SQL,8,Architect,True,Tier 2
1018,PostgreSQL,11,Lead,True,Tier 2
1018,Python,14,Expert,True,Tier 2
1018,OOP,9,Architect,False,Tier 2
1019,MongoDB,14,Lead,False,Tier 3
1019,Mentoring,10,Architect,True,Tier 3
1019,OOP,9,Lead,True,Tier 3
1019,Leadership,9,Architect,True,Tier 3
1019,System Design,13,Lead,True,Tier 3
1019,Kubernetes,15,Expert,True,Tier 3
1019,FastAPI,12,Expert,False,Tier 3
1019,Algorithms,13,Architect,True,Tier 3
1019,GCP,9,Lead,True,Tier 3
1020,Terraform,3,Senior,True,Tier 2
1020,Accountability,5,None,True,Tier 2
1020,OOP,4,Familiar,False,Tier 2
1020,GCP,5,Familiar,False,Tier 2
1020,MongoDB,5,None,True,Tier 2
1020,Teamwork,2,Familiar,False,Tier 2
1020,Leadership,4,Familiar,False,Tier 2
1021,FastAPI,12,Lead,True,Tier 2
1021,AWS,14,Expert,False,Tier 2
1021,SQL,8,Lead,True,Tier 2
1021,Teamwork,13,Architect,False,Tier 2
1021,Leadership,9,Architect,False,Tier 2
1021,Terraform,15,Architect,False,Tier 2
1021,CI/CD,13,Expert,True,Tier 2
1021,Flask,11,Architect,True,Tier 2
1022,React,8,None,True,Tier 1
1022,Mentoring,5,Lead,False,Tier 1
1022,OOP,10,Senior,False,Tier 1
1022,Data Structures,10,Lead,True,Tier 1
1022,Problem-solving,6,Expert,False,Tier 1
1022,HTML,10,None,True,Tier 1
1023,GCP,4,Senior,False,Tier 1
1023,CI/CD,2,Familiar,False,Tier 1
1023,Docker,3,Senior,True,Tier 1
1023,PostgreSQL,2,Familiar,False,Tier 1
1024,Spring Boot,8,None,True,Tier 1
1024,Algorithms,6,Senior,True,Tier 1
1024,Microservices,6,Senior,False,Tier 1
1024,Leadership,6,Expert,True,Tier 1
1024,Teamwork,10,None,True,Tier 1
1025,SQL,3,Senior,True,Tier 2
1025,MongoDB,3,Familiar,False,Tier 2
1025,PostgreSQL,5,Senior,True,Tier 2
1025,Python,2,Familiar,False,Tier 2
1025,System Design,5,Senior,False,Tier 2
1025,Django,3,Senior,False,Tier 2
1026,Azure,12,Expert,True,Tier 3
1026,Jenkins,12,None,True,Tier 3
1026,Microservices,11,Expert,True,Tier 3
1026,Communication,9,Senior,True,Tier 3
1026,OOP,11,Expert,False,Tier 3
1026,Algorithms,6,None,False,Tier 3
1027,Tableau,0,Junior,True,Tier 1
1027,PyTorch,2,None,True,Tier 1
1027,Python,2,None,False,Tier 1
1027,NumPy,1,None,True,Tier 1
1028,NumPy,0,None,True,Tier 1
1028,Mentoring,0,Junior,True,Tier 1
1028,Leadership,0,None,False,Tier 1
1028,SQL,1,Junior,False,Tier 1
1029,OOP,5,None,True,Tier 3
1029,Mentoring,8,Lead,True,Tier 3
1029,Communication,8,Senior,False,Tier 3
1029,Algorithms,5,None,True,Tier 3
1029,Accountability,10,None,False,Tier 3
1029,React,10,None,False,Tier 3
1030,Teamwork,7,Expert,True,Tier 3
1030,Algorithms,12,Senior,True,Tier 3
1030,Data Structures,9,Senior,True,Tier 3
1030,CI/CD,10,Expert,True,Tier 3
1031,Terraform,2,None,True,Tier 3
1031,AWS,2,Familiar,False,Tier 3
1031,Docker,4,Familiar,False,Tier 3
1031,Django,3,Senior,False,Tier 3
1031,PostgreSQL,2,None,True,Tier 3
1031,Leadership,3,Senior,True,Tier 3
1032,Mentoring,14,Architect,True,Tier 1
1032,Terraform,14,Expert,True,Tier 1
1032,Python,14,Lead,True,Tier 1
1032,Azure,15,Architect,False,Tier 1
1032,SQL,12,Architect,True,Tier 1
1032,MongoDB,12,Architect,True,Tier 1
1032,System Design,8,Lead,True,Tier 1
1033,CI/CD,13,Architect,True,Tier 1
1033,Jenkins,8,Architect,True,Tier 1
1033,Django,9,Expert,True,Tier 1
1033,FastAPI,14,Lead,False,Tier 1
1034,Jenkins,6,None,True,Tier 1
1034,OOP,8,None,True,Tier 1
1034,Terraform,10,Expert,False,Tier 1
1034,Microservices,6,None,False,Tier 1
1034,System Design,7,Expert,True,Tier 1
1034,Kotlin,8,None,True,Tier 1
1034,Data Structures,8,Expert,False,Tier 1
1035,Jenkins,5,Familiar,False,Tier 3
1035,Algorithms,4,Senior,True,Tier 3
1035,System Design,4,Familiar,False,Tier 3
1035,Mentoring,3,Familiar,False,Tier 3
1035,Problem-solving,2,None,True,Tier 3
1035,AWS,2,None,True,Tier 3
1036,SQL,0,None,True,Tier 2
1036,PyTorch,2,Familiar,False,Tier 2
1036,Tableau,1,None,True,Tier 2
1037,Leadership,7,Lead,True,Tier 3
1037,OOP,8,Senior,True,Tier 3
1037,Data Structures,10,Expert,True,Tier 3
1037,Accountability,8,Expert,True,Tier 3
1037,Teamwork,6,Expert,True,Tier 3
1037,System Design,7,Expert,True,Tier 3
1037,Tailwind CSS,6,Senior,True,Tier 3
1038,Docker,8,None,True,Tier 3
1038,GCP,9,Senior,True,Tier 3
1038,Problem-solving,12,Senior,True,Tier 3
1038,Microservices,11,Expert,True,Tier 3
1038,Azure,11,Expert,True,Tier 3
1038,Spring Boot,8,None,False,Tier 3
1038,OOP,11,None,True,Tier 3
1039,Problem-solving,1,Junior,False,Tier 2
1039,Communication,2,Familiar,False,Tier 2
1039,Accountability,1,Familiar,False,Tier 2
1040,Communication,12,Expert,True,Tier 1
1040,System Design,9,Senior,False,Tier 1
1040,Algorithms,8,Expert,False,Tier 1
1040,SQL,11,Senior,False,Tier 1
1041,SQL,3,None,True,Tier 1
1041,Accountability,3,Familiar,False,Tier 1
1041,Communication,2,Junior,True,Tier 1
1042,OOP,15,Architect,True,Tier 3
1042,Communication,10,Architect,False,Tier 3
1042,PostgreSQL,9,Lead,False,Tier 3
1042,Leadership,8,Expert,True,Tier 3
1042,Terraform,11,Lead,False,Tier 3
1042,Flask,11,Lead,True,Tier 3
1042,Teamwork,12,Lead,True,Tier 3
1043,Accountability,2,Familiar,False,Tier 3
1043,JavaScript,0,Junior,True,Tier 3
1043,Leadership,1,Familiar,False,Tier 3
1043,Problem-solving,0,None,False,Tier 3
1044,System Design,14,Architect,True,Tier 1
1044,Django,10,Lead,True,Tier 1
1044,Leadership,11,Lead,True,Tier 1
1044,Docker,10,Architect,False,Tier 1
1044,Kubernetes,13,Expert,True,Tier 1
1044,Azure,9,Architect,True,Tier 1
1045,Algorithms,10,Lead,True,Tier 2
1045,Jenkins,10,Architect,False,Tier 2
1045,Django,13,Architect,True,Tier 2
1045,SQL,13,Lead,False,Tier 2
1045,Data Structures,13,Architect,True,Tier 2
1045,CI/CD,15,Expert,False,Tier 2
1046,Mentoring,2,Junior,True,Tier 2
1046,Tailwind CSS,1,None,False,Tier 2
1046,JavaScript,2,None,True,Tier 2
1046,Teamwork,0,Junior,True,Tier 2
1047,Accountability,1,None,False,Tier 3
1047,Scikit-learn,0,None,True,Tier 3
1047,Tableau,0,None,True,Tier 3
1047,NumPy,1,None,True,Tier 3
1048,Tailwind CSS,0,None,True,Tier 3
1048,Vue.js,0,None,False,Tier 3
1048,Mentoring,1,Familiar,False,Tier 3
1048,Communication,2,None,False,Tier 3
1049,Azure,11,Lead,True,Tier 1
1049,Teamwork,14,Lead,True,Tier 1
1049,Mentoring,9,Expert,False,Tier 1
1049,Problem-solving,11,Lead,False,Tier 1
1049,Python,13,Architect,True,Tier 1
1049,Accountability,12,Expert,True,Tier 1
1049,Jenkins,10,Lead,True,Tier 1
1049,Data Structures,11,Architect,True,Tier 1
1050,Mentoring,0,Familiar,False,Tier 1
1050,HTML,2,Familiar,False,Tier 1
1050,TypeScript,2,Familiar,False,Tier 1
1051,SQL,6,Senior,False,Tier 2
1051,OOP,6,Expert,True,Tier 2
1051,Java,7,None,False,Tier 2
1051,Kotlin,12,None,False,Tier 2
1051,Data Structures,12,Senior,True,Tier 2
1051,Algorithms,8,Expert,True,Tier 2
1051,Kubernetes,12,Senior,True,Tier 2
1052,React,0,None,False,Tier 1
1052,Problem-solving,2,None,True,Tier 1
1052,JavaScript,1,None,True,Tier 1
1053,Vue.js,0,None,False,Tier 2
1053,Teamwork,1,Familiar,False,Tier 2
1053,Mentoring,2,Junior,True,Tier 2
1054,PyTorch,3,Familiar,False,Tier 2
1054,TensorFlow,3,None,False,Tier 2
1054,Leadership,0,Junior,False,Tier 2
1055,Accountability,5,Expert,True,Tier 1
1055,Communication,10,None,True,Tier 1
1055,Vue.js,7,Lead,True,Tier 1
1055,React,6,Expert,False,Tier 1
1056,Mentoring,5,None,True,Tier 3
1056,Leadership,9,Lead,True,Tier 3
1056,TypeScript,10,Senior,True,Tier 3
1056,Accountability,7,Senior,False,Tier 3
1056,HTML,7,Lead,True,Tier 3
1056,Problem-solving,7,Senior,True,Tier 3
1056,React,8,Lead,False,Tier 3
1057,Algorithms,9,Lead,True,Tier 3
1057,Teamwork,14,Expert,False,Tier 3
1057,Kubernetes,10,Architect,False,Tier 3
1057,Problem-solving,8,Architect,True,Tier 3
1057,OOP,10,Architect,True,Tier 3
1057,SQL,10,Lead,True,Tier 3
1057,Django,15,Expert,False,Tier 3
1058,AWS,12,None,True,Tier 3
1058,Jenkins,8,None,True,Tier 3
1058,SQL,6,None,False,Tier 3
1058,Spring Boot,7,Expert,True,Tier 3
1058,Leadership,9,Expert,True,Tier 3
1059,Tailwind CSS,6,Lead,False,Tier 1
1059,CSS,7,Expert,False,Tier 1
1059,Communication,5,Senior,True,Tier 1
1059,Algorithms,8,None,False,Tier 1
1060,Communication,2,Familiar,False,Tier 2
1060,Vue.js,0,Familiar,False,Tier 2
1060,Leadership,0,None,True,Tier 2
1061,Communication,0,Familiar,False,Tier 2
1061,Mentoring,0,None,True,Tier 2
1061,Tableau,1,Familiar,False,Tier 2
1061,Leadership,2,Junior,True,Tier 2
1061,PyTorch,1,Familiar,False,Tier 2
1062,Azure,15,Architect,True,Tier 3
1062,Kubernetes,8,Expert,True,Tier 3
1062,SQL,14,Expert,True,Tier 3
1062,Algorithms,11,Architect,False,Tier 3
1062,Leadership,13,Architect,False,Tier 3
1062,Accountability,13,Lead,True,Tier 3
1062,MongoDB,14,Architect,True,Tier 3
1063,Teamwork,1,Junior,False,Tier 2
1063,Problem-solving,2,None,True,Tier 2
1063,NumPy,3,None,False,Tier 2
1063,PyTorch,3,None,True,Tier 2
1064,Pandas,1,None,True,Tier 2
1064,Leadership,1,Familiar,False,Tier 2
1064,TensorFlow,2,None,False,Tier 2
1065,NumPy,2,Familiar,False,Tier 1
1065,PyTorch,3,Familiar,False,Tier 1
1065,SQL,3,Familiar,False,Tier 1
1065,Python,0,None,True,Tier 1
1065,Scikit-learn,2,Junior,False,Tier 1
1066,PyTorch,0,Familiar,False,Tier 3
1066,Tableau,3,None,True,Tier 3
1066,NumPy,0,Familiar,False,Tier 3
1066,Communication,1,Familiar,False,Tier 3
1067,SQL,9,None,True,Tier 3
1067,Data Structures,11,Expert,True,Tier 3
1067,Algorithms,12,Expert,True,Tier 3
1067,Leadership,12,Senior,True,Tier 3
1067,System Design,10,Expert,False,Tier 3
1067,Accountability,11,None,True,Tier 3
1068,CI/CD,11,Lead,True,Tier 2
1068,MongoDB,13,Lead,True,Tier 2
1068,Django,15,Expert,True,Tier 2
1068,GCP,8,Expert,True,Tier 2
1068,Python,11,Expert,True,Tier 2
1068,Jenkins,10,Expert,False,Tier 2
1068,Communication,12,Architect,True,Tier 2
1069,Flask,3,Familiar,False,Tier 1
1069,Communication,3,None,False,Tier 1
1069,Problem-solving,5,Senior,True,Tier 1
1069,AWS,2,None,True,Tier 1
1069,Kubernetes,2,None,True,Tier 1
1070,AWS,11,Architect,True,Tier 3
1070,Mentoring,12,Expert,True,Tier 3
1070,PostgreSQL,8,Lead,True,Tier 3
1070,Terraform,11,Lead,False,Tier 3
1070,CI/CD,13,Architect,True,Tier 3
1070,Docker,12,Expert,True,Tier 3
1070,Python,10,Lead,True,Tier 3
1071,Tableau,2,Familiar,False,Tier 2
1071,TensorFlow,1,Junior,True,Tier 2
1071,Problem-solving,0,None,False,Tier 2
1071,Mentoring,1,Familiar,False,Tier 2
1072,PostgreSQL,3,Senior,True,Tier 2
1072,CI/CD,4,Familiar,False,Tier 2
1072,GCP,5,Senior,False,Tier 2
1072,Terraform,3,Senior,False,Tier 2
1073,Algorithms,11,Expert,False,Tier 3
1073,System Design,7,None,False,Tier 3
1073,Spring Boot,6,None,True,Tier 3
1073,Jenkins,10,Senior,False,Tier 3
1073,GCP,6,Senior,False,Tier 3
1073,Java,8,None,True,Tier 3
1074,Problem-solving,2,Familiar,False,Tier 1
1074,Leadership,2,Junior,True,Tier 1
1074,SQL,0,Junior,True,Tier 1
1074,Python,2,None,True,Tier 1
1075,TypeScript,0,None,True,Tier 3
1075,Tailwind CSS,1,None,True,Tier 3
1075,React,0,None,True,Tier 3
1075,Problem-solving,1,None,False,Tier 3
1076,Python,3,Senior,False,Tier 1
1076,Communication,2,Familiar,False,Tier 1
1076,Leadership,5,None,True,Tier 1
1076,MongoDB,5,Familiar,False,Tier 1
1077,Leadership,1,None,True,Tier 2
1077,JavaScript,0,Familiar,False,Tier 2
1077,Teamwork,1,Familiar,False,Tier 2
1078,CI/CD,5,Senior,True,Tier 2
1078,Mentoring,4,Familiar,False,Tier 2
1078,SQL,3,Senior,True,Tier 2
1078,OOP,3,Familiar,False,Tier 2
1078,Azure,5,Senior,False,Tier 2
1078,FastAPI,2,Familiar,False,Tier 2
1079,Data Structures,3,None,False,Tier 3
1079,Azure,4,None,True,Tier 3
1079,Terraform,4,Senior,False,Tier 3
1079,CI/CD,3,Senior,True,Tier 3
1080,Docker,2,Familiar,False,Tier 3
1080,Communication,3,Senior,True,Tier 3
1080,Azure,5,Senior,False,Tier 3
1080,Leadership,5,Familiar,False,Tier 3
1080,Teamwork,2,None,True,Tier 3
1080,Flask,3,Senior,False,Tier 3
1081,Jenkins,9,None,True,Tier 2
1081,System Design,11,None,False,Tier 2
1081,OOP,6,Expert,True,Tier 2
1081,Accountability,7,Senior,True,Tier 2
1081,Teamwork,11,None,True,Tier 2
1082,Problem-solving,2,Junior,True,Tier 3
1082,Communication,1,Junior,False,Tier 3
1082,Accountability,1,Familiar,False,Tier 3
1082,TensorFlow,0,Junior,True,Tier 3
1083,Docker,3,Familiar,False,Tier 2
1083,Teamwork,3,Senior,True,Tier 2
1083,GCP,3,None,True,Tier 2
1084,SQL,15,Expert,True,Tier 2
1084,Python,8,Lead,True,Tier 2
1084,Jenkins,11,Lead,False,Tier 2
1084,Teamwork,12,Expert,True,Tier 2
1084,Azure,9,Architect,False,Tier 2
1084,MongoDB,11,Lead,True,Tier 2
1084,Algorithms,13,Architect,True,Tier 2
1084,Mentoring,8,Lead,False,Tier 2
1085,Microservices,8,Expert,True,Tier 3
1085,Data Structures,6,Expert,True,Tier 3
1085,GCP,8,Senior,False,Tier 3
1085,Spring Boot,12,Expert,False,Tier 3
1085,Algorithms,10,Expert,False,Tier 3
1085,Leadership,6,Expert,True,Tier 3
1086,Pandas,2,None,False,Tier 2
1086,TensorFlow,1,Familiar,False,Tier 2
1086,Problem-solving,1,None,True,Tier 2
1086,Python,2,Junior,False,Tier 2
1087,React,2,None,True,Tier 2
1087,Tailwind CSS,0,Familiar,False,Tier 2
1088,Accountability,1,None,True,Tier 3
1088,Communication,0,Junior,True,Tier 3
1088,Teamwork,0,None,True,Tier 3
1088,Leadership,1,None,True,Tier 3
1088,PyTorch,3,Familiar,False,Tier 3
1089,CSS,7,None,True,Tier 2
1089,React,6,None,True,Tier 2
1089,Mentoring,7,Expert,False,Tier 2
1089,Vue.js,9,Lead,True,Tier 2
1089,Problem-solving,10,Senior,True,Tier 2
1090,Django,12,Architect,True,Tier 2
1090,Jenkins,15,Architect,False,Tier 2
1090,System Design,10,Lead,True,Tier 2
1090,Terraform,11,Expert,True,Tier 2
1090,FastAPI,9,Lead,True,Tier 2
1090,Flask,13,Architect,False,Tier 2
1090,AWS,14,Lead,False,Tier 2
1090,OOP,14,Expert,False,Tier 2
1091,Leadership,2,Familiar,False,Tier 1
1091,SQL,4,Familiar,False,Tier 1
1091,FastAPI,3,Senior,False,Tier 1
1091,Python,5,None,True,Tier 1
1092,CSS,9,Expert,True,Tier 3
1092,Algorithms,5,None,False,Tier 3
1092,React,9,Expert,True,Tier 3
1093,Kubernetes,7,Expert,True,Tier 1
1093,Azure,10,Senior,False,Tier 1
1093,Teamwork,12,Senior,True,Tier 1
1093,Problem-solving,6,Expert,True,Tier 1
1093,Oracle,7,Expert,False,Tier 1
1094,AWS,4,Senior,True,Tier 3
1094,Teamwork,5,Familiar,False,Tier 3
1094,PostgreSQL,4,Familiar,False,Tier 3
1094,System Design,3,None,False,Tier 3
1094,CI/CD,3,Familiar,False,Tier 3
1095,OOP,6,Expert,True,Tier 1
1095,Accountability,5,None,True,Tier 1
1095,JavaScript,6,Lead,True,Tier 1
1095,System Design,5,Lead,True,Tier 1
1095,Problem-solving,5,None,False,Tier 1
1095,Leadership,5,Expert,True,Tier 1
1095,CSS,9,Expert,True,Tier 1
1096,CSS,6,Expert,True,Tier 1
1096,Vue.js,6,Expert,True,Tier 1
1096,System Design,7,Senior,True,Tier 1
1096,JavaScript,8,None,True,Tier 1
1096,Tailwind CSS,5,Expert,True,Tier 1
1096,Algorithms,8,Expert,True,Tier 1
1097,Jenkins,8,Expert,False,Tier 2
1097,GCP,14,Architect,True,Tier 2
1097,PostgreSQL,13,Lead,True,Tier 2
1097,CI/CD,9,Expert,True,Tier 2
1097,Python,12,Lead,False,Tier 2
1097,Problem-solving,14,Architect,True,Tier 2
1097,SQL,14,Expert,False,Tier 2
1098,SQL,0,Familiar,False,Tier 3
1098,Python,0,None,True,Tier 3
1098,Pandas,2,Junior,True,Tier 3
1098,PyTorch,1,Familiar,False,Tier 3
1099,Communication,4,None,True,Tier 1
1099,MongoDB,3,Senior,True,Tier 1
1099,Kubernetes,4,None,True,Tier 1
1099,Accountability,4,Familiar,False,Tier 1
1100,Python,4,Familiar,False,Tier 2
1100,AWS,3,Senior,True,Tier 2
1100,Problem-solving,3,Senior,True,Tier 2
1100,CI/CD,4,Senior,False,Tier 2
1100,Accountability,2,Familiar,False,Tier 2
1101,TensorFlow,1,Familiar,False,Tier 1
1101,Teamwork,1,Junior,True,Tier 1
1101,Scikit-learn,0,Junior,False,Tier 1
1101,PyTorch,3,Familiar,False,Tier 1
1101,Mentoring,3,None,True,Tier 1
1102,SQL,3,None,False,Tier 1
1102,PyTorch,0,None,True,Tier 1
1102,Teamwork,1,Junior,True,Tier 1
1102,Communication,0,Familiar,False,Tier 1
1102,Problem-solving,1,Familiar,False,Tier 1
1103,System Design,7,Senior,False,Tier 1
1103,Data Structures,9,None,True,Tier 1
1103,Tailwind CSS,6,Lead,True,Tier 1
1103,Leadership,5,None,True,Tier 1
1103,Mentoring,9,Expert,False,Tier 1
1104,Communication,7,Senior,False,Tier 2
1104,Mentoring,8,None,True,Tier 2
1104,Algorithms,10,Expert,True,Tier 2
1104,SQL,12,Expert,True,Tier 2
1104,Teamwork,7,Senior,True,Tier 2
1104,Oracle,11,Senior,True,Tier 2
1104,Leadership,9,Expert,True,Tier 2
1105,Data Structures,12,Senior,True,Tier 2
1105,OOP,7,Expert,True,Tier 2
1105,Accountability,8,Senior,True,Tier 2
1105,AWS,6,Senior,False,Tier 2
1105,Docker,9,None,True,Tier 2
1105,Leadership,6,Senior,False,Tier 2
1105,Terraform,10,None,True,Tier 2
1106,Docker,9,Lead,True,Tier 1
1106,Django,9,Architect,True,Tier 1
1106,SQL,8,Architect,True,Tier 1
1106,GCP,9,Expert,True,Tier 1
1106,Problem-solving,15,Architect,True,Tier 1
1106,Kubernetes,10,Architect,True,Tier 1
1106,Accountability,12,Lead,True,Tier 1
1107,Vue.js,0,Familiar,False,Tier 1
1107,Teamwork,1,None,True,Tier 1
1107,Tailwind CSS,2,Familiar,False,Tier 1
1107,Problem-solving,0,Familiar,False,Tier 1
1108,NumPy,1,Familiar,False,Tier 3
1108,Leadership,3,None,True,Tier 3
1108,Communication,2,Familiar,False,Tier 3
1108,Problem-solving,2,Junior,True,Tier 3
1109,Kubernetes,8,Expert,True,Tier 2
1109,AWS,12,Senior,False,Tier 2
1109,Data Structures,11,Expert,False,Tier 2
1109,Kotlin,6,Expert,True,Tier 2
1109,Algorithms,10,Senior,True,Tier 2
1109,Mentoring,6,Senior,True,Tier 2
1110,MongoDB,4,Familiar,False,Tier 2
1110,FastAPI,5,None,True,Tier 2
1110,Flask,5,Familiar,False,Tier 2
1110,PostgreSQL,5,None,False,Tier 2
1110,Python,2,None,True,Tier 2
1111,OOP,5,None,True,Tier 2
1111,TypeScript,6,Expert,True,Tier 2
1111,Leadership,7,None,True,Tier 2
1111,System Design,7,Senior,True,Tier 2
1111,Vue.js,6,None,True,Tier 2
1111,Algorithms,7,Expert,True,Tier 2
1112,TensorFlow,2,Familiar,False,Tier 3
1112,PyTorch,1,None,True,Tier 3
1112,Problem-solving,1,None,True,Tier 3
1113,Leadership,12,Expert,True,Tier 2
1113,Communication,12,Expert,True,Tier 2
1113,Microservices,6,None,False,Tier 2
1113,Mentoring,12,Expert,False,Tier 2
1113,AWS,11,Senior,True,Tier 2
1113,Terraform,10,Expert,False,Tier 2
1114,HTML,0,Familiar,False,Tier 1
1114,Teamwork,0,None,True,Tier 1
1115,TypeScript,1,Familiar,False,Tier 3
1115,CSS,0,Familiar,False,Tier 3
1115,Tailwind CSS,1,Junior,True,Tier 3
1116,Docker,5,Senior,False,Tier 3
1116,MongoDB,3,None,True,Tier 3
1116,CI/CD,3,Senior,True,Tier 3
1116,Python,3,Senior,False,Tier 3
1117,Tailwind CSS,2,Junior,True,Tier 1
1117,CSS,2,Familiar,False,Tier 1
1117,Leadership,2,Junior,True,Tier 1
1117,TypeScript,2,Junior,True,Tier 1
1118,Accountability,2,None,False,Tier 2
1118,PostgreSQL,4,None,True,Tier 2
1118,CI/CD,3,Senior,True,Tier 2
1118,Problem-solving,4,None,True,Tier 2
1118,Communication,4,None,False,Tier 2
1118,Azure,2,Familiar,False,Tier 2
1118,AWS,3,Senior,True,Tier 2
1119,CI/CD,4,Familiar,False,Tier 3
1119,Mentoring,2,None,False,Tier 3
1119,PostgreSQL,5,Senior,True,Tier 3
1119,OOP,5,Familiar,False,Tier 3
1119,Communication,4,Familiar,False,Tier 3
1119,Kubernetes,2,Familiar,False,Tier 3
1119,Django,3,Familiar,False,Tier 3
1120,Kotlin,6,Senior,True,Tier 2
1120,Terraform,11,None,True,Tier 2
1120,Docker,10,Expert,True,Tier 2
1120,Problem-solving,12,Expert,False,Tier 2
1120,Java,12,Expert,False,Tier 2
1120,OOP,12,None,True,Tier 2
1121,CSS,6,None,True,Tier 2
1121,System Design,10,Senior,True,Tier 2
1121,React,9,None,True,Tier 2
1121,Vue.js,7,Senior,True,Tier 2
1121,Teamwork,5,Expert,True,Tier 2
1121,OOP,7,Expert,True,Tier 2
1122,Vue.js,1,Familiar,False,Tier 1
1122,TypeScript,1,Familiar,False,Tier 1
1122,React,0,None,False,Tier 1
1122,JavaScript,0,Familiar,False,Tier 1
1123,Leadership,15,Expert,True,Tier 1
1123,Jenkins,11,Lead,False,Tier 1
1123,PostgreSQL,15,Architect,True,Tier 1
1123,SQL,8,Expert,False,Tier 1
1123,Python,15,Lead,True,Tier 1
1124,PostgreSQL,11,Expert,False,Tier 3
1124,SQL,13,Expert,True,Tier 3
1124,FastAPI,14,Lead,True,Tier 3
1124,Problem-solving,8,Architect,True,Tier 3
1124,Docker,12,Lead,True,Tier 3
