job_id,skill_name,years_required,context_keywords,is_required,company_tier,target_score
1021,Teamwork,13,Architect,False,Tier 2,400
1021,Leadership,9,Architect,False,Tier 2,750
1021,Terraform,15,Architect,False,Tier 2,950
1021,CI/CD,13,Expert,True,Tier 2,1000
1021,Flask,11,Architect,True,Tier 2,1000
1022,React,8,None,True,Tier 1,875
1022,Mentoring,5,Lead,False,Tier 1,750
1022,OOP,10,Senior,False,Tier 1,975
1022,Data Structures,10,Lead,True,Tier 1,1000
1022,Problem-solving,6,Expert,False,Tier 1,600
1022,HTML,10,None,True,Tier 1,875
1023,GCP,4,Senior,False,Tier 1,775
1023,CI/CD,2,Familiar,False,Tier 1,175
1023,Docker,3,Senior,True,Tier 1,825
1023,PostgreSQL,2,Familiar,False,Tier 1,175
1024,Spring Boot,8,None,True,Tier 1,875
1024,Algorithms,6,Senior,True,Tier 1,875
1024,Microservices,6,Senior,False,Tier 1,825
1024,Leadership,6,Expert,True,Tier 1,750
1024,Teamwork,10,None,True,Tier 1,400
1025,SQL,3,Senior,True,Tier 2,800
1025,MongoDB,3,Familiar,False,Tier 2,350
1025,PostgreSQL,5,Senior,True,Tier 2,850
1025,Python,2,Familiar,False,Tier 2,150
1025,System Design,5,Senior,False,Tier 2,800
1025,Django,3,Senior,False,Tier 2,750
1026,Azure,12,Expert,True,Tier 3,975
1026,Jenkins,12,None,True,Tier 3,825
1026,Microservices,11,Expert,True,Tier 3,975
1026,Communication,9,Senior,True,Tier 3,400
1026,OOP,11,Expert,False,Tier 3,925
1026,Algorithms,6,None,False,Tier 3,525
1027,Tableau,0,Junior,True,Tier 1,225
1027,PyTorch,2,None,True,Tier 1,375
1027,Python,2,None,False,Tier 1,225
1027,NumPy,1,None,True,Tier 1,375
1028,NumPy,0,None,True,Tier 1,225
1028,Mentoring,0,Junior,True,Tier 1,750
1028,Leadership,0,None,False,Tier 1,750
1028,SQL,1,Junior,False,Tier 1,325
1029,OOP,5,None,True,Tier 3,675
1029,Mentoring,8,Lead,True,Tier 3,750
1029,Communication,8,Senior,False,Tier 3,400
1029,Algorithms,5,None,True,Tier 3,675
1029,Accountability,10,None,False,Tier 3,750
1029,React,10,None,False,Tier 3,675
1030,Teamwork,7,Expert,True,Tier 3,400
1030,Algorithms,12,Senior,True,Tier 3,975
1030,Data Structures,9,Senior,True,Tier 3,975
1030,CI/CD,10,Expert,True,Tier 3,975
1031,Terraform,2,None,True,Tier 3,325
1031,AWS,2,Familiar,False,Tier 3,125
1031,Docker,4,Familiar,False,Tier 3,325
1031,Django,3,Senior,False,Tier 3,725
1031,PostgreSQL,2,None,True,Tier 3,325
1031,Leadership,3,Senior,True,Tier 3,750
1032,Mentoring,14,Architect,True,Tier 1,750
1032,Terraform,14,Expert,True,Tier 1,1000
1032,Python,14,Lead,True,Tier 1,1000
1032,Azure,15,Architect,False,Tier 1,975
1032,SQL,12,Architect,True,Tier 1,1000
1032,MongoDB,12,Architect,True,Tier 1,1000
1032,System Design,8,Lead,True,Tier 1,1000
1033,CI/CD,13,Architect,True,Tier 1,1000
1033,Jenkins,8,Architect,True,Tier 1,1000
1033,Django,9,Expert,True,Tier 1,1000
1033,FastAPI,14,Lead,False,Tier 1,975
1034,Jenkins,6,None,True,Tier 1,725
1034,OOP,8,None,True,Tier 1,875
1034,Terraform,10,Expert,False,Tier 1,975
1034,Microservices,6,None,False,Tier 1,575
1034,System Design,7,Expert,True,Tier 1,875
1034,Kotlin,8,None,True,Tier 1,875
1034,Data Structures,8,Expert,False,Tier 1,975
1035,Jenkins,5,Familiar,False,Tier 3,475
1035,Algorithms,4,Senior,True,Tier 3,775
1035,System Design,4,Familiar,False,Tier 3,325
1035,Mentoring,3,Familiar,False,Tier 3,750
1035,Problem-solving,2,None,True,Tier 3,600
1035,AWS,2,None,True,Tier 3,325
1036,SQL,0,None,True,Tier 2,200
1036,PyTorch,2,Familiar,False,Tier 2,150
1036,Tableau,1,None,True,Tier 2,350
1037,Leadership,7,Lead,True,Tier 3,750
1037,OOP,8,Senior,True,Tier 3,975
1037,Data Structures,10,Expert,True,Tier 3,975
1037,Accountability,8,Expert,True,Tier 3,750
1037,Teamwork,6,Expert,True,Tier 3,400
1037,System Design,7,Expert,True,Tier 3,825
1037,Tailwind CSS,6,Senior,True,Tier 3,825
1038,Docker,8,None,True,Tier 3,825
1038,GCP,9,Senior,True,Tier 3,975
1038,Problem-solving,12,Senior,True,Tier 3,600
1038,Microservices,11,Expert,True,Tier 3,975
1038,Azure,11,Expert,True,Tier 3,975
1038,Spring Boot,8,None,False,Tier 3,675
1038,OOP,11,None,True,Tier 3,825
1039,Problem-solving,1,Junior,False,Tier 2,600
1039,Communication,2,Familiar,False,Tier 2,400
1039,Accountability,1,Familiar,False,Tier 2,750
1040,Communication,12,Expert,True,Tier 1,400
1040,System Design,9,Senior,False,Tier 1,975
1040,Algorithms,8,Expert,False,Tier 1,975
1040,SQL,11,Senior,False,Tier 1,975
1041,SQL,3,None,True,Tier 1,575
1041,Accountability,3,Familiar,False,Tier 1,750
1041,Communication,2,Junior,True,Tier 1,400
1042,OOP,15,Architect,True,Tier 3,975
1042,Communication,10,Architect,False,Tier 3,400
1042,PostgreSQL,9,Lead,False,Tier 3,925
1042,Leadership,8,Expert,True,Tier 3,750
1042,Terraform,11,Lead,False,Tier 3,925
1042,Flask,11,Lead,True,Tier 3,975
1042,Teamwork,12,Lead,True,Tier 3,400
1043,Accountability,2,Familiar,False,Tier 3,750
1043,JavaScript,0,Junior,True,Tier 3,175
1043,Leadership,1,Familiar,False,Tier 3,750
1043,Problem-solving,0,None,False,Tier 3,600
1044,System Design,14,Architect,True,Tier 1,1000
1044,Django,10,Lead,True,Tier 1,1000
1044,Leadership,11,Lead,True,Tier 1,750
1044,Docker,10,Architect,False,Tier 1,975
1044,Kubernetes,13,Expert,True,Tier 1,1000
1044,Azure,9,Architect,True,Tier 1,1000
1045,Algorithms,10,Lead,True,Tier 2,1000
1045,Jenkins,10,Architect,False,Tier 2,950
1045,Django,13,Architect,True,Tier 2,1000
1045,SQL,13,Lead,False,Tier 2,950
1045,Data Structures,13,Architect,True,Tier 2,1000
1045,CI/CD,15,Expert,False,Tier 2,950
1046,Mentoring,2,Junior,True,Tier 2,750
1046,Tailwind CSS,1,None,False,Tier 2,200
1046,JavaScript,2,None,True,Tier 2,350
1046,Teamwork,0,Junior,True,Tier 2,400
1047,Accountability,1,None,False,Tier 3,750
1047,Scikit-learn,0,None,True,Tier 3,175
1047,Tableau,0,None,True,Tier 3,175
1047,NumPy,1,None,True,Tier 3,325
1048,Tailwind CSS,0,None,True,Tier 3,175
1048,Vue.js,0,None,False,Tier 3,25
1048,Mentoring,1,Familiar,False,Tier 3,750
1048,Communication,2,None,False,Tier 3,400
1049,Azure,11,Lead,True,Tier 1,1000
1049,Teamwork,14,Lead,True,Tier 1,400
1049,Mentoring,9,Expert,False,Tier 1,750
1049,Problem-solving,11,Lead,False,Tier 1,600
1049,Python,13,Architect,True,Tier 1,1000
1049,Accountability,12,Expert,True,Tier 1,750
1049,Jenkins,10,Lead,True,Tier 1,1000
1049,Data Structures,11,Architect,True,Tier 1,1000
1050,Mentoring,0,Familiar,False,Tier 1,750
1050,HTML,2,Familiar,False,Tier 1,175
1050,TypeScript,2,Familiar,False,Tier 1,175
1051,SQL,6,Senior,False,Tier 2,800
1051,OOP,6,Expert,True,Tier 2,850
1051,Java,7,None,False,Tier 2,550
1051,Kotlin,12,None,False,Tier 2,700
1051,Data Structures,12,Senior,True,Tier 2,1000
1051,Algorithms,8,Expert,True,Tier 2,1000
1051,Kubernetes,12,Senior,True,Tier 2,1000
1052,React,0,None,False,Tier 1,75
1052,Problem-solving,2,None,True,Tier 1,600
1052,JavaScript,1,None,True,Tier 1,375
1053,Vue.js,0,None,False,Tier 2,50
1053,Teamwork,1,Familiar,False,Tier 2,400
1053,Mentoring,2,Junior,True,Tier 2,750
1054,PyTorch,3,Familiar,False,Tier 2,350
1054,TensorFlow,3,None,False,Tier 2,400
1054,Leadership,0,Junior,False,Tier 2,750
1055,Accountability,5,Expert,True,Tier 1,750
1055,Communication,10,None,True,Tier 1,400
1055,Vue.js,7,Lead,True,Tier 1,875
1055,React,6,Expert,False,Tier 1,825
1056,Mentoring,5,None,True,Tier 3,750
1056,Leadership,9,Lead,True,Tier 3,750
1056,TypeScript,10,Senior,True,Tier 3,975
1056,Accountability,7,Senior,False,Tier 3,750
1056,HTML,7,Lead,True,Tier 3,825
1056,Problem-solving,7,Senior,True,Tier 3,600
1056,React,8,Lead,False,Tier 3,925
1057,Algorithms,9,Lead,True,Tier 3,975
1057,Teamwork,14,Expert,False,Tier 3,400
1057,Kubernetes,10,Architect,False,Tier 3,925
1057,Problem-solving,8,Architect,True,Tier 3,600
1057,OOP,10,Architect,True,Tier 3,975
1057,SQL,10,Lead,True,Tier 3,975
1057,Django,15,Expert,False,Tier 3,925
1058,AWS,12,None,True,Tier 3,825
1058,Jenkins,8,None,True,Tier 3,825
1058,SQL,6,None,False,Tier 3,525
1058,Spring Boot,7,Expert,True,Tier 3,825
1058,Leadership,9,Expert,True,Tier 3,750
1059,Tailwind CSS,6,Lead,False,Tier 1,825
1059,CSS,7,Expert,False,Tier 1,825
1059,Communication,5,Senior,True,Tier 1,400
1059,Algorithms,8,None,False,Tier 1,725
1060,Communication,2,Familiar,False,Tier 2,400
1060,Vue.js,0,Familiar,False,Tier 2,0
1060,Leadership,0,None,True,Tier 2,750
1061,Communication,0,Familiar,False,Tier 2,400
1061,Mentoring,0,None,True,Tier 2,750
1061,Tableau,1,Familiar,False,Tier 2,150
1061,Leadership,2,Junior,True,Tier 2,750
1061,PyTorch,1,Familiar,False,Tier 2,150
1062,Azure,15,Architect,True,Tier 3,975
1062,Kubernetes,8,Expert,True,Tier 3,975
1062,SQL,14,Expert,True,Tier 3,975
1062,Algorithms,11,Architect,False,Tier 3,925
1062,Leadership,13,Architect,False,Tier 3,750
1062,Accountability,13,Lead,True,Tier 3,750
1062,MongoDB,14,Architect,True,Tier 3,975
1063,Teamwork,1,Junior,False,Tier 2,400
1063,Problem-solving,2,None,True,Tier 2,600
1063,NumPy,3,None,False,Tier 2,400
1063,PyTorch,3,None,True,Tier 2,550
1064,Pandas,1,None,True,Tier 2,350
1064,Leadership,1,Familiar,False,Tier 2,750
1064,TensorFlow,2,None,False,Tier 2,200
1065,NumPy,2,Familiar,False,Tier 1,175
1065,PyTorch,3,Familiar,False,Tier 1,375
1065,SQL,3,Familiar,False,Tier 1,375
1065,Python,0,None,True,Tier 1,225
1065,Scikit-learn,2,Junior,False,Tier 1,325
1066,PyTorch,0,Familiar,False,Tier 3,0
1066,Tableau,3,None,True,Tier 3,525
1066,NumPy,0,Familiar,False,Tier 3,0
1066,Communication,1,Familiar,False,Tier 3,400
1067,SQL,9,None,True,Tier 3,825
1067,Data Structures,11,Expert,True,Tier 3,975
1067,Algorithms,12,Expert,True,Tier 3,975
1067,Leadership,12,Senior,True,Tier 3,750
1067,System Design,10,Expert,False,Tier 3,925
1067,Accountability,11,None,True,Tier 3,750
1068,CI/CD,11,Lead,True,Tier 2,1000
1068,MongoDB,13,Lead,True,Tier 2,1000
1068,Django,15,Expert,True,Tier 2,1000
1068,GCP,8,Expert,True,Tier 2,1000
1068,Python,11,Expert,True,Tier 2,1000
1068,Jenkins,10,Expert,False,Tier 2,950
1068,Communication,12,Architect,True,Tier 2,400
1069,Flask,3,Familiar,False,Tier 1,375
1069,Communication,3,None,False,Tier 1,400
1069,Problem-solving,5,Senior,True,Tier 1,600
1069,AWS,2,None,True,Tier 1,375
1069,Kubernetes,2,None,True,Tier 1,375
1070,AWS,11,Architect,True,Tier 3,975
1070,Mentoring,12,Expert,True,Tier 3,750
1070,PostgreSQL,8,Lead,True,Tier 3,975
1070,Terraform,11,Lead,False,Tier 3,925
1070,CI/CD,13,Architect,True,Tier 3,975
1070,Docker,12,Expert,True,Tier 3,975
1070,Python,10,Lead,True,Tier 3,975
1071,Tableau,2,Familiar,False,Tier 2,150
1071,TensorFlow,1,Junior,True,Tier 2,350
1071,Problem-solving,0,None,False,Tier 2,600
1071,Mentoring,1,Familiar,False,Tier 2,750
1072,PostgreSQL,3,Senior,True,Tier 2,800
1072,CI/CD,4,Familiar,False,Tier 2,350
1072,GCP,5,Senior,False,Tier 2,800
1072,Terraform,3,Senior,False,Tier 2,750
1073,Algorithms,11,Expert,False,Tier 3,925
1073,System Design,7,None,False,Tier 3,525
1073,Spring Boot,6,None,True,Tier 3,675
1073,Jenkins,10,Senior,False,Tier 3,925
1073,GCP,6,Senior,False,Tier 3,775
1073,Java,8,None,True,Tier 3,825
1074,Problem-solving,2,Familiar,False,Tier 1,600
1074,Leadership,2,Junior,True,Tier 1,750
1074,SQL,0,Junior,True,Tier 1,225
1074,Python,2,None,True,Tier 1,375
1075,TypeScript,0,None,True,Tier 3,175
1075,Tailwind CSS,1,None,True,Tier 3,325
1075,React,0,None,True,Tier 3,175
1075,Problem-solving,1,None,False,Tier 3,600
1076,Python,3,Senior,False,Tier 1,775
1076,Communication,2,Familiar,False,Tier 1,400
1076,Leadership,5,None,True,Tier 1,750
1076,MongoDB,5,Familiar,False,Tier 1,525
1077,Leadership,1,None,True,Tier 2,750
1077,JavaScript,0,Familiar,False,Tier 2,0
1077,Teamwork,1,Familiar,False,Tier 2,400
1078,CI/CD,5,Senior,True,Tier 2,850
1078,Mentoring,4,Familiar,False,Tier 2,750
1078,SQL,3,Senior,True,Tier 2,800
1078,OOP,3,Familiar,False,Tier 2,350
1078,Azure,5,Senior,False,Tier 2,800
1078,FastAPI,2,Familiar,False,Tier 2,150
1079,Data Structures,3,None,False,Tier 3,375
1079,Azure,4,None,True,Tier 3,525
1079,Terraform,4,Senior,False,Tier 3,725
1079,CI/CD,3,Senior,True,Tier 3,775
1080,Docker,2,Familiar,False,Tier 3,125
1080,Communication,3,Senior,True,Tier 3,400
1080,Azure,5,Senior,False,Tier 3,775
1080,Leadership,5,Familiar,False,Tier 3,750
1080,Teamwork,2,None,True,Tier 3,400
1080,Flask,3,Senior,False,Tier 3,725
1081,Jenkins,9,None,True,Tier 2,850
1081,System Design,11,None,False,Tier 2,700
1081,OOP,6,Expert,True,Tier 2,850
1081,Accountability,7,Senior,True,Tier 2,750
1081,Teamwork,11,None,True,Tier 2,400
1082,Problem-solving,2,Junior,True,Tier 3,600
1082,Communication,1,Junior,False,Tier 3,400
1082,Accountability,1,Familiar,False,Tier 3,750
1082,TensorFlow,0,Junior,True,Tier 3,175
1083,Docker,3,Familiar,False,Tier 2,350
1083,Teamwork,3,Senior,True,Tier 2,400
1083,GCP,3,None,True,Tier 2,550
1084,SQL,15,Expert,True,Tier 2,1000
1084,Python,8,Lead,True,Tier 2,1000
1084,Jenkins,11,Lead,False,Tier 2,950
1084,Teamwork,12,Expert,True,Tier 2,400
1084,Azure,9,Architect,False,Tier 2,950
1084,MongoDB,11,Lead,True,Tier 2,1000
1084,Algorithms,13,Architect,True,Tier 2,1000
1084,Mentoring,8,Lead,False,Tier 2,750
1085,Microservices,8,Expert,True,Tier 3,975
1085,Data Structures,6,Expert,True,Tier 3,825
1085,GCP,8,Senior,False,Tier 3,925
1085,Spring Boot,12,Expert,False,Tier 3,925
1085,Algorithms,10,Expert,False,Tier 3,925
1085,Leadership,6,Expert,True,Tier 3,750
1086,Pandas,2,None,False,Tier 2,200
1086,TensorFlow,1,Familiar,False,Tier 2,150
1086,Problem-solving,1,None,True,Tier 2,600
1086,Python,2,Junior,False,Tier 2,300
1087,React,2,None,True,Tier 2,350
1087,Tailwind CSS,0,Familiar,False,Tier 2,0
1088,Accountability,1,None,True,Tier 3,750
1088,Communication,0,Junior,True,Tier 3,400
1088,Teamwork,0,None,True,Tier 3,400
1088,Leadership,1,None,True,Tier 3,750
1088,PyTorch,3,Familiar,False,Tier 3,325
1089,CSS,7,None,True,Tier 2,700
1089,React,6,None,True,Tier 2,700
1089,Mentoring,7,Expert,False,Tier 2,750
1089,Vue.js,9,Lead,True,Tier 2,1000
1089,Problem-solving,10,Senior,True,Tier 2,600
1090,Django,12,Architect,True,Tier 2,1000
1090,Jenkins,15,Architect,False,Tier 2,950
1090,System Design,10,Lead,True,Tier 2,1000
1090,Terraform,11,Expert,True,Tier 2,1000
1090,FastAPI,9,Lead,True,Tier 2,1000
1090,Flask,13,Architect,False,Tier 2,950
1090,AWS,14,Lead,False,Tier 2,950
1090,OOP,14,Expert,False,Tier 2,950
1091,Leadership,2,Familiar,False,Tier 1,750
1091,SQL,4,Familiar,False,Tier 1,375
1091,FastAPI,3,Senior,False,Tier 1,775
1091,Python,5,None,True,Tier 1,725
1092,CSS,9,Expert,True,Tier 3,975
1092,Algorithms,5,None,False,Tier 3,525
1092,React,9,Expert,True,Tier 3,975
1093,Kubernetes,7,Expert,True,Tier 1,875
1093,Azure,10,Senior,False,Tier 1,975
1093,Teamwork,12,Senior,True,Tier 1,400
1093,Problem-solving,6,Expert,True,Tier 1,600
1093,Oracle,7,Expert,False,Tier 1,825
1094,AWS,4,Senior,True,Tier 3,775
1094,Teamwork,5,Familiar,False,Tier 3,400
1094,PostgreSQL,4,Familiar,False,Tier 3,325
1094,System Design,3,None,False,Tier 3,375
1094,CI/CD,3,Familiar,False,Tier 3,325
1095,OOP,6,Expert,True,Tier 1,875
1095,Accountability,5,None,True,Tier 1,750
1095,JavaScript,6,Lead,True,Tier 1,875
1095,System Design,5,Lead,True,Tier 1,875
1095,Problem-solving,5,None,False,Tier 1,600
1095,Leadership,5,Expert,True,Tier 1,750
1095,CSS,9,Expert,True,Tier 1,1000
1096,CSS,6,Expert,True,Tier 1,875
1096,Vue.js,6,Expert,True,Tier 1,875
1096,System Design,7,Senior,True,Tier 1,875
1096,JavaScript,8,None,True,Tier 1,875
1096,Tailwind CSS,5,Expert,True,Tier 1,875
1096,Algorithms,8,Expert,True,Tier 1,1000
1097,Jenkins,8,Expert,False,Tier 2,950
1097,GCP,14,Architect,True,Tier 2,1000
1097,PostgreSQL,13,Lead,True,Tier 2,1000
1097,CI/CD,9,Expert,True,Tier 2,1000
1097,Python,12,Lead,False,Tier 2,950
1097,Problem-solving,14,Architect,True,Tier 2,600
1097,SQL,14,Expert,False,Tier 2,950
1098,SQL,0,Familiar,False,Tier 3,0
1098,Python,0,None,True,Tier 3,175
1098,Pandas,2,Junior,True,Tier 3,325
1098,PyTorch,1,Familiar,False,Tier 3,125
1099,Communication,4,None,True,Tier 1,400
1099,MongoDB,3,Senior,True,Tier 1,825
1099,Kubernetes,4,None,True,Tier 1,575
1099,Accountability,4,Familiar,False,Tier 1,750
1100,Python,4,Familiar,False,Tier 2,350
1100,AWS,3,Senior,True,Tier 2,800
1100,Problem-solving,3,Senior,True,Tier 2,600
1100,CI/CD,4,Senior,False,Tier 2,750
1100,Accountability,2,Familiar,False,Tier 2,750
1101,TensorFlow,1,Familiar,False,Tier 1,175
1101,Teamwork,1,Junior,True,Tier 1,400
1101,Scikit-learn,0,Junior,False,Tier 1,175
1101,PyTorch,3,Familiar,False,Tier 1,375
1101,Mentoring,3,None,True,Tier 1,750
1102,SQL,3,None,False,Tier 1,425
1102,PyTorch,0,None,True,Tier 1,225
1102,Teamwork,1,Junior,True,Tier 1,400
1102,Communication,0,Familiar,False,Tier 1,400
1102,Problem-solving,1,Familiar,False,Tier 1,600
1103,System Design,7,Senior,False,Tier 1,825
1103,Data Structures,9,None,True,Tier 1,875
1103,Tailwind CSS,6,Lead,True,Tier 1,875
1103,Leadership,5,None,True,Tier 1,750
1103,Mentoring,9,Expert,False,Tier 1,750
1104,Communication,7,Senior,False,Tier 2,400
1104,Mentoring,8,None,True,Tier 2,750
1104,Algorithms,10,Expert,True,Tier 2,1000
1104,SQL,12,Expert,True,Tier 2,1000
1104,Teamwork,7,Senior,True,Tier 2,400
1104,Oracle,11,Senior,True,Tier 2,1000
1104,Leadership,9,Expert,True,Tier 2,750
1105,Data Structures,12,Senior,True,Tier 2,1000
1105,OOP,7,Expert,True,Tier 2,850
1105,Accountability,8,Senior,True,Tier 2,750
1105,AWS,6,Senior,False,Tier 2,800
1105,Docker,9,None,True,Tier 2,850
1105,Leadership,6,Senior,False,Tier 2,750
1105,Terraform,10,None,True,Tier 2,850
1106,Docker,9,Lead,True,Tier 1,1000
1106,Django,9,Architect,True,Tier 1,1000
1106,SQL,8,Architect,True,Tier 1,1000
1106,GCP,9,Expert,True,Tier 1,1000
1106,Problem-solving,15,Architect,True,Tier 1,600
1106,Kubernetes,10,Architect,True,Tier 1,1000
1106,Accountability,12,Lead,True,Tier 1,750
1107,Vue.js,0,Familiar,False,Tier 1,25
1107,Teamwork,1,None,True,Tier 1,400
1107,Tailwind CSS,2,Familiar,False,Tier 1,175
1107,Problem-solving,0,Familiar,False,Tier 1,600
1108,NumPy,1,Familiar,False,Tier 3,125
1108,Leadership,3,None,True,Tier 3,750
1108,Communication,2,Familiar,False,Tier 3,400
1108,Problem-solving,2,Junior,True,Tier 3,600
1109,Kubernetes,8,Expert,True,Tier 2,1000
1109,AWS,12,Senior,False,Tier 2,950
1109,Data Structures,11,Expert,False,Tier 2,950
1109,Kotlin,6,Expert,True,Tier 2,850
1109,Algorithms,10,Senior,True,Tier 2,1000
1109,Mentoring,6,Senior,True,Tier 2,750
1110,MongoDB,4,Familiar,False,Tier 2,350
1110,FastAPI,5,None,True,Tier 2,700
1110,Flask,5,Familiar,False,Tier 2,500
1110,PostgreSQL,5,None,False,Tier 2,550
1110,Python,2,None,True,Tier 2,350
1111,OOP,5,None,True,Tier 2,700
1111,TypeScript,6,Expert,True,Tier 2,850
1111,Leadership,7,None,True,Tier 2,750
1111,System Design,7,Senior,True,Tier 2,850
1111,Vue.js,6,None,True,Tier 2,700
1111,Algorithms,7,Expert,True,Tier 2,850
1112,TensorFlow,2,Familiar,False,Tier 3,125
1112,PyTorch,1,None,True,Tier 3,325
1112,Problem-solving,1,None,True,Tier 3,600
1113,Leadership,12,Expert,True,Tier 2,750
1113,Communication,12,Expert,True,Tier 2,400
